Gene_Group;Annotation;Members
7535; Q1M703_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;99
7536; ****** No hits found ****** ;99
7537; ****** No hits found ****** ;99
7538; Q1MHS3_RHIL3 Putative LacI family transcriptional regulator OS=Rhizobium ;99
7540; Q1MF30_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;99
7541; ****** No hits found ****** ;99
7542; ****** No hits found ****** ;99
7543; Q1MCC4_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;99
7544; ****** No hits found ****** ;99
7545; Q1M9R8_RHIL3 Putative transposase related protein OS=Rhizobium leguminosarum bv. ;99
7546; Q1M9N3_RHIL3 Putative conjugative DNA transfer protein OS=Rhizobium leguminosarum ;99
7547; ATP6_RHIL3 ATP synthase subunit a OS=Rhizobium leguminosarum bv. viciae ;99
7548; Q1MJG0_RHIL3 Putative transmembrane efflux protein OS=Rhizobium leguminosarum bv. ;99
7549; Q1M3P7_RHIL3 Putative conjugal transfer protein TraA OS=Rhizobium leguminosarum ;99
7551; Q1M9P8_RHIL3 Putative insertion sequence transposase-like protein OS=Rhizobium ;99
7552; ****** No hits found ****** ;99
7553; ****** No hits found ****** ;99
7554; Q1MAB9_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;99
7556; Q1MN42_RHIL3 Putative oxidoreductase OS=Rhizobium leguminosarum bv. viciae ;99
7558; ****** No hits found ****** ;99
7559; ****** No hits found ****** ;99
7561; ****** No hits found ****** ;99
7563; Q1MKE9_RHIL3 Putative transmembrane sensory box GGDEF/EAL domain protein ;99
7564; Q1MA30_RHIL3 Acetyl-coenzyme A synthetase OS=Rhizobium leguminosarum bv. viciae ;99
7565; ****** No hits found ****** ;99
7393; ****** No hits found ****** ;98
7521; Q1ML20_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;98
7531; Q1M490_RHIL3 Putative transposase for insertion element family protein ;98
7539; ****** No hits found ****** ;98
7550; ****** No hits found ****** ;98
7555; Q1M409_RHIL3 Putative isochorismatase family protein OS=Rhizobium leguminosarum ;98
7557; Q1MN42_RHIL3 Putative oxidoreductase OS=Rhizobium leguminosarum bv. viciae ;98
7560; Q1M3Q6_RHIL3 Putative glycosyl hydrolase OS=Rhizobium leguminosarum bv. viciae ;98
7562; ****** No hits found ****** ;98
7568; ****** No hits found ****** ;98
7569; Q1M9L5_RHIL3 Putative integrase OS=Rhizobium leguminosarum bv. viciae (strain ;98
7570; ****** No hits found ****** ;98
7571; ****** No hits found ****** ;98
7574; Q1ME46_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;98
7575; Q1MJA8_RHIL3 Putative electron transfer flavoprotein-ubiquinone oxidoreductase ;98
7576; Q1MEC5_RHIL3 Putative transmembrane NADH dehydrogenase OS=Rhizobium leguminosarum ;98
7577; ****** No hits found ****** ;98
7578; ****** No hits found ****** ;98
7400; Q1MI35_RHIL3 Putative two-component regulator response regulator transcriptional ;97
7572; ****** No hits found ****** ;97
7581; ****** No hits found ****** ;97
7582; ****** No hits found ****** ;97
7583; Q1M6W8_RHIL3 Putative hydrolase OS=Rhizobium leguminosarum bv. viciae (strain ;97
7584; Q1ME96_RHIL3 Putative aldo-keto reductase family protein OS=Rhizobium ;97
7586; ****** No hits found ****** ;97
7587; ****** No hits found ****** ;97
7589; Q1M3B1_RHIL3 Putative cyclase OS=Rhizobium leguminosarum bv. viciae (strain ;97
7144; KUP3_RHIL3 Probable potassium transport system protein kup 3 OS=Rhizobium ;96
7585; Q1M6T7_RHIL3 Putative type I restriction-modification system HsdR OS=Rhizobium ;96
7590; ****** No hits found ****** ;96
7591; Q1MJE5_RHIL3 Utative AraC family transcriptional regulator OS=Rhizobium ;96
7593; Q1MHW0_RHIL3 Putative short-chain dehydrogenase/oxidoreductase OS=Rhizobium ;96
7595; Q1MJN1_RHIL3 NH(3)-dependent NAD(+) synthetase OS=Rhizobium leguminosarum bv. ;96
7596; ****** No hits found ****** ;96
7437; Q1M4T5_RHIL3 Putative Fe-containing oxidoreductase OS=Rhizobium leguminosarum ;95
7597; Q1M8X5_RHIL3 Putative cation transport nitrogen fixation protein OS=Rhizobium ;95
7598; ****** No hits found ****** ;95
7601; Q1MAX0_RHIL3 Dihydrolipoyl dehydrogenase OS=Rhizobium leguminosarum bv. viciae ;95
7602; Q1M913_RHIL3 Putative transposase OS=Rhizobium leguminosarum bv. viciae (strain ;95
7603; Q1M4D5_RHIL3 Putative substrate binding component of ABC transporter OS=Rhizobium ;95
7604; Q1M344_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;95
7573; Q1M978_RHIL3 Putative exopolysaccharide biosynthesis-related protein ;94
7594; Q1ML69_RHIL3 Putative calcium binding RTX Zn-metalloprotease OS=Rhizobium ;94
7599; Q1M4S6_RHIL3 Putative alcohol dehydrogenase OS=Rhizobium leguminosarum bv. ;94
7606; Q1M7T6_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;94
7608; Q1M913_RHIL3 Putative transposase OS=Rhizobium leguminosarum bv. viciae (strain ;94
7610; Q1MC51_RHIL3 Putative exported phosphatase OS=Rhizobium leguminosarum bv. viciae ;94
7612; ****** No hits found ****** ;94
7613; Q1M3G8_RHIL3 Putative transposon-related protein OS=Rhizobium leguminosarum bv. ;94
7615; ****** No hits found ****** ;94
7617; Q1M6T1_RHIL3 Non-homologous end joining protein Ku OS=Rhizobium leguminosarum ;94
7611; ****** No hits found ****** ;93
7614; Q1M889_RHIL3 DNA polymerase IV OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;93
7616; ****** No hits found ****** ;93
7621; Q1MDG8_RHIL3 Putative anthralinate synthase protein OS=Rhizobium leguminosarum bv. ;93
7622; Q1MA48_RHIL3 Putative transmembrane MFS family permease protein OS=Rhizobium ;93
7624; ****** No hits found ****** ;93
7626; Q1M9P2_RHIL3 Putative transposase protein OS=Rhizobium leguminosarum bv. viciae ;93
7629; Q1M6T7_RHIL3 Putative type I restriction-modification system HsdR OS=Rhizobium ;93
7630; Q1M5F0_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;93
7631; ****** No hits found ****** ;93
7377; Q1M3G9_RHIL3 Putative transposase-related protein OS=Rhizobium leguminosarum bv. ;92
7567; Q1M5F2_RHIL3 Putative integrase/recombinase protein OS=Rhizobium leguminosarum ;92
7580; Q1M9V3_RHIL3 Putative histidine kinase regulatory protein OS=Rhizobium ;92
7607; Q1MLR5_RHIL3 Putative cold shock protein OS=Rhizobium leguminosarum bv. viciae ;92
7633; RL30_RHIL3 50S ribosomal protein L30 OS=Rhizobium leguminosarum bv. viciae ;92
7634; Q1MDX8_RHIL3 Putative methionine synthase OS=Rhizobium leguminosarum bv. viciae ;92
7635; Q1ME94_RHIL3 Acetolactate synthase OS=Rhizobium leguminosarum bv. viciae (strain ;92
7636; ****** No hits found ****** ;92
7637; Q1MK18_RHIL3 Putative adhesin (Autotransporter) OS=Rhizobium leguminosarum bv. ;92
7639; Q1M490_RHIL3 Putative transposase for insertion element family protein ;92
7640; Q1M5B2_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;92
7641; ****** No hits found ****** ;92
7643; Q1MEG5_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;92
7644; Q1MIR4_RHIL3 Putative 3-demethylubiquinone-9 3-methyltransferase like protein ;92
7646; Q1M9S7_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;92
7647; ****** No hits found ****** ;92
7649; Q1MCX9_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;92
7653; ****** No hits found ****** ;92
7654; Q1MI88_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;92
7655; Q1M5Q5_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;92
7658; ****** No hits found ****** ;92
7659; ****** No hits found ****** ;92
7660; Q1M3K4_RHIL3 Putative substrate-binding component of ABC transporter OS=Rhizobium ;92
7661; Q1M3K5_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;92
7662; Q1M3K6_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;92
7664; Q1MFY3_RHIL3 Putative ferredoxin, 2Fe-2S OS=Rhizobium leguminosarum bv. viciae ;92
7665; Q1MK05_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;92
7667; Q1MC69_RHIL3 Putative TolQ protein uptake system component OS=Rhizobium ;92
7668; Q1M6B0_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;92
7669; Q1MDQ5_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;92
7638; Q1MFE9_RHIL3 Putative gluconate 5-dehydrogenase OS=Rhizobium leguminosarum bv. ;91
7645; Q1MHY7_RHIL3 Putative ATP-dependent hydrolase protein OS=Rhizobium leguminosarum ;91
7663; Q1MBK0_RHIL3 Putative succinatesemialdehyde dehydrogenase OS=Rhizobium ;91
7671; ****** No hits found ****** ;91
7672; Q1MDT2_RHIL3 Putative ATP-dependent DNA helicase RecQ OS=Rhizobium leguminosarum ;91
7673; Q1MD66_RHIL3 Putative inositol 2-dehydrogenase OS=Rhizobium leguminosarum bv. ;91
7674; Q1MEG0_RHIL3 Putative cobalamin biosynthesis protein OS=Rhizobium leguminosarum ;91
7675; Q1MB34_RHIL3 Putative amidohydrolase OS=Rhizobium leguminosarum bv. viciae ;91
7678; Q1M959_RHIL3 Putative binding periplasmic protein of ABC transporter OS=Rhizobium ;91
7679; ****** No hits found ****** ;91
7680; Q1MKE3_RHIL3 Probable MCP type chemoreceptor OS=Rhizobium leguminosarum bv. viciae ;91
7681; ****** No hits found ****** ;91
7682; Q1ML68_RHIL3 Putative transposase OS=Rhizobium leguminosarum bv. viciae (strain ;91
7683; Q1M6P3_RHIL3 Putative insertion element OS=Rhizobium leguminosarum bv. viciae ;91
7685; Q1MJA8_RHIL3 Putative electron transfer flavoprotein-ubiquinone oxidoreductase ;91
7686; Q1M8B6_RHIL3 Antitoxin OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;91
7687; Q1MHF5_RHIL3 Error-prone DNA polymerase OS=Rhizobium leguminosarum bv. viciae ;91
7688; Q1MDX4_RHIL3 Putative flavoprotein OS=Rhizobium leguminosarum bv. viciae (strain ;91
7689; Q1MJA8_RHIL3 Putative electron transfer flavoprotein-ubiquinone oxidoreductase ;91
7296; ****** No hits found ****** ;90
7446; Q1M6P4_RHIL3 Putative insertion sequence protein OS=Rhizobium leguminosarum bv. ;90
7497; Q1MK26_RHIL3 Putative adenylate cyclase 3 OS=Rhizobium leguminosarum bv. viciae ;90
7534; Q1MNE1_RHIL3 Putative FAA hydrolase family protein OS=Rhizobium leguminosarum ;90
7618; Q1ML27_RHIL3 Putative DNA ligase OS=Rhizobium leguminosarum bv. viciae (strain ;90
7652; ****** No hits found ****** ;90
7676; Q1MEY8_RHIL3 Putative hydrolase OS=Rhizobium leguminosarum bv. viciae (strain ;90
7693; ****** No hits found ****** ;90
7694; ****** No hits found ****** ;90
7695; ****** No hits found ****** ;90
7697; Q1MIU0_RHIL3 dTDP-glucose 4,6-dehydratase OS=Rhizobium leguminosarum bv. viciae ;90
7698; Q1MIU0_RHIL3 dTDP-glucose 4,6-dehydratase OS=Rhizobium leguminosarum bv. viciae ;90
7701; Q1MK54_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;90
7702; Q1MD95_RHIL3 Putative transmembrane transporter OS=Rhizobium leguminosarum bv. ;90
7703; Q1MHR6_RHIL3 Putative transposase-related protein OS=Rhizobium leguminosarum bv. ;90
7051; Q1M6P3_RHIL3 Putative insertion element OS=Rhizobium leguminosarum bv. viciae ;89
7588; Q1MKB2_RHIL3 Putative type I restriction enzyme specificity subunit OS=Rhizobium ;89
7592; Q1M8T8_RHIL3 Putative ErfK/YbiS/YhnG family protein OS=Rhizobium leguminosarum ;89
7628; Q1ML87_RHIL3 Putative conjugal transfer protein OS=Rhizobium leguminosarum bv. ;89
7690; ****** No hits found ****** ;89
7692; ****** No hits found ****** ;89
7696; Q1MMS9_RHIL3 Putative expolysaccharide biosynthesis protein OS=Rhizobium ;89
7699; Q1MIU2_RHIL3 Glucose-1-phosphate thymidylyltransferase OS=Rhizobium ;89
7700; Q1M6S0_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;89
7708; ****** No hits found ****** ;89
7710; Q1MLU6_RHIL3 Probable MCP type chemoreceptor OS=Rhizobium leguminosarum bv. ;89
7711; ****** No hits found ****** ;89
7712; Q1MF52_RHIL3 Putative Acyl-CoA hydrolase OS=Rhizobium leguminosarum bv. viciae ;89
7713; Q1M9P2_RHIL3 Putative transposase protein OS=Rhizobium leguminosarum bv. viciae ;89
7714; NRDI_RHIL3 Protein NrdI OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;89
7716; Q1MDH7_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;89
7718; ****** No hits found ****** ;89
7519; ****** No hits found ****** ;88
7677; Q1MLH4_RHIL3 Chemoreceptor, MCP family. No methylation domains, homolog of HemAT ;88
7704; AZOR_RHIL3 FMN-dependent NADH-azoreductase OS=Rhizobium leguminosarum bv. ;88
7705; ****** No hits found ****** ;88
7709; ****** No hits found ****** ;88
7715; RHAM_RHIL3 L-rhamnose mutarotase OS=Rhizobium leguminosarum bv. viciae (strain ;88
7717; Q1M3Q2_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;88
7719; Q1M913_RHIL3 Putative transposase OS=Rhizobium leguminosarum bv. viciae (strain ;88
7722; RF1_RHIL3 Peptide chain release factor 1 OS=Rhizobium leguminosarum bv. ;88
7723; AAPP_RHIL3 General L-amino acid transport ATP-binding protein AapP ;88
7724; Q1M5V5_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;88
7726; ****** No hits found ****** ;88
7727; Q1MHZ2_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;88
7728; Q1MJM0_RHIL3 Putative short-chain dehydrogenase/reductase OS=Rhizobium ;88
7732; Q1MBZ0_RHIL3 Putative short-chain dehydrogenase/reductase OS=Rhizobium ;88
7734; Q1MLW2_RHIL3 Putative phosphate regulon two-component regulator transcriptional ;88
7737; Q1M482_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;88
7738; Q1M5X0_RHIL3 Putative rhamnose isomerase with a role in competition for ;88
7741; Q1M328_RHIL3 Putative NodW-like nodulation transcriptional regulatory protein ;88
7742; Q1MI76_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;88
7433; ****** No hits found ****** ;87
7605; ****** No hits found ****** ;87
7623; ****** No hits found ****** ;87
7651; Q1MK09_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;87
7720; Q1MBG5_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;87
7729; Q1MBK7_RHIL3 Putative AraC family transcriptional regulator OS=Rhizobium ;87
7730; Q1MB92_RHIL3 Putative TetR family transcriptional regulator OS=Rhizobium ;87
7740; Q1M5N4_RHIL3 Putative HTH-type transcriptional regulator OS=Rhizobium ;87
7743; ****** No hits found ****** ;87
7744; Q1M863_RHIL3 Putative ABC transporter permease component OS=Rhizobium ;87
7746; Q1MK60_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;87
7747; Q1M9C4_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;87
7749; Q1M9K8_RHIL3 Acetyl-coenzyme A synthetase OS=Rhizobium leguminosarum bv. viciae ;87
7750; Q1M9H5_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;87
7753; ****** No hits found ****** ;87
7754; Q1M7I1_RHIL3 Putative outer membrane siderophore receptor OS=Rhizobium ;87
7757; Q1M5W5_RHIL3 Putative oxidoreductase/stress-related protein OS=Rhizobium ;87
7760; Q1M5N1_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;87
7761; Q1MG04_RHIL3 Isocitrate dehydrogenase [NADP] OS=Rhizobium leguminosarum bv. viciae ;87
7762; Q1M7J7_RHIL3 Putative calcium-binding cadherin-like RTX protein Exported via PrsDE ;87
7763; Q1MGS4_RHIL3 Putative carboxymuconolactone decarboxylase OS=Rhizobium ;87
7764; ****** No hits found ****** ;87
7765; Q1M7F1_RHIL3 Putative isochorismatase OS=Rhizobium leguminosarum bv. viciae ;87
7052; ****** No hits found ****** ;86
7491; Q1MEB9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;86
7620; ****** No hits found ****** ;86
7627; Q1M8X5_RHIL3 Putative cation transport nitrogen fixation protein OS=Rhizobium ;86
7632; ****** No hits found ****** ;86
7642; Q1M3Q1_RHIL3 Putative ArdC antirestriction protein OS=Rhizobium leguminosarum ;86
7657; ****** No hits found ****** ;86
7684; Q1MMW0_RHIL3 Thymidine phosphorylase OS=Rhizobium leguminosarum bv. viciae ;86
7767; Q1MGB4_RHIL3 Putative IAA acetyltransferase OS=Rhizobium leguminosarum bv. ;86
7768; Q1M7I7_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;86
7769; Q1M7Q2_RHIL3 Putative spermidine/putrescine transport system ABC transporter ;86
7770; Q1MCU3_RHIL3 ATP-binding component of a broad range amino acid ABC transporter ;86
7771; Q1MCU0_RHIL3 Transmembrane component of a broad range amino acid ABC transporter ;86
7773; Q1M6T1_RHIL3 Non-homologous end joining protein Ku OS=Rhizobium leguminosarum ;86
7776; Q1MM22_RHIL3 Putative fucose uptake protein OS=Rhizobium leguminosarum bv. ;86
7780; Q1M6K2_RHIL3 Putative LysR family transcriptional regulatory protein ;86
7781; ****** No hits found ****** ;86
7782; Q1MEM8_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;86
7784; Q1MIU1_RHIL3 Putative dTDP-4-dehydrorhamnose reductase OS=Rhizobium ;86
7785; Q1MIU0_RHIL3 dTDP-glucose 4,6-dehydratase OS=Rhizobium leguminosarum bv. viciae ;86
7787; ****** No hits found ****** ;86
7788; ****** No hits found ****** ;86
7789; Q1MLJ5_RHIL3 Putative transmembrane acetyltransferase OS=Rhizobium leguminosarum ;86
7791; Q1MMN6_RHIL3 Putative acetyltransferase OS=Rhizobium leguminosarum bv. viciae ;86
7794; Q1M6N3_RHIL3 Putative aldehyde dehydrogenase OS=Rhizobium leguminosarum bv. viciae ;86
6761; Q1M4T6_RHIL3 Putative substrate-binding component of ABC transporter OS=Rhizobium ;85
7477; Q1M9M4_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;85
7518; Q1M9L5_RHIL3 Putative integrase OS=Rhizobium leguminosarum bv. viciae (strain ;85
7625; ****** No hits found ****** ;85
7755; Q1M9Z5_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;85
7766; Q1MF22_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;85
7786; Q1MIT9_RHIL3 Putative dTDP-rhamnose-3,5-epimerase OS=Rhizobium leguminosarum bv. ;85
7792; Q1MCB3_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;85
7795; Q1MBI5_RHIL3 Putative glyoxalase protein OS=Rhizobium leguminosarum bv. viciae ;85
7796; Q1MI80_RHIL3 Putative two component response regulator transcriptional ;85
7798; Q1M349_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;85
7799; Q1M7H5_RHIL3 Putative LysR transcriptional regulator OS=Rhizobium leguminosarum ;85
7800; Q1M7H6_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;85
7802; Q1M510_RHIL3 Putative dioxygenase OS=Rhizobium leguminosarum bv. viciae (strain ;85
7804; Q1M6M7_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;85
7805; Q1M5J7_RHIL3 Putative oxidoreductase OS=Rhizobium leguminosarum bv. viciae ;85
7806; Q1MJA8_RHIL3 Putative electron transfer flavoprotein-ubiquinone oxidoreductase ;85
7807; Q1MBH6_RHIL3 Putative mannitol-binding component of ABC transporter OS=Rhizobium ;85
7808; Q1MFW9_RHIL3 Putative RND family multidrug efflux transporter OS=Rhizobium ;85
7648; Q1MKG8_RHIL3 Putative LysR family transcriptional regulatory protein ;84
7721; Q1M473_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;84
7725; Q1MHU3_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;84
7731; Q1MB92_RHIL3 Putative TetR family transcriptional regulator OS=Rhizobium ;84
7733; Q1MDQ7_RHIL3 Putative glycerol trinitrate reductase OS=Rhizobium leguminosarum bv. ;84
7735; Q1M4T9_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;84
7736; Q1MMQ6_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;84
7739; Q1MIG8_RHIL3 Putative solute-binding component of ABC transporter OS=Rhizobium ;84
7748; Q1M9K7_RHIL3 Putative FAA hydrolase family protein OS=Rhizobium leguminosarum ;84
7809; Q1MBX2_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;84
7810; Q1M9S7_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;84
7811; Q1M6P4_RHIL3 Putative insertion sequence protein OS=Rhizobium leguminosarum bv. ;84
7812; Q1MHF5_RHIL3 Error-prone DNA polymerase OS=Rhizobium leguminosarum bv. viciae ;84
7813; Y4065_RHIL3 UPF0335 protein RL4065 OS=Rhizobium leguminosarum bv. viciae ;84
7814; Q1M4P4_RHIL3 Putative maleylacetate reductase OS=Rhizobium leguminosarum bv. ;84
7815; UGPC1_RHIL3 sn-glycerol-3-phosphate import ATP-binding protein UgpC 1 ;84
7817; ****** No hits found ****** ;84
7818; ****** No hits found ****** ;84
7819; ****** No hits found ****** ;84
7820; ****** No hits found ****** ;84
7821; ****** No hits found ****** ;84
7822; ****** No hits found ****** ;84
7823; ****** No hits found ****** ;84
7824; Q1MDN8_RHIL3 Putative short-chain dehydrogenase/reductase OS=Rhizobium ;84
7825; Q1MB31_RHIL3 Putative ethanolamine transmembrane permease transporter component ;84
7826; Q1MK76_RHIL3 Putative HTH family transcriptional regulator OS=Rhizobium ;84
7827; ****** No hits found ****** ;84
7829; ****** No hits found ****** ;84
7830; Q1M913_RHIL3 Putative transposase OS=Rhizobium leguminosarum bv. viciae (strain ;84
7831; Q1M913_RHIL3 Putative transposase OS=Rhizobium leguminosarum bv. viciae (strain ;84
7834; ****** No hits found ****** ;84
7835; Q1M7W5_RHIL3 Nodulation protein J OS=Rhizobium leguminosarum bv. viciae (strain ;84
7836; ****** No hits found ****** ;84
7837; ****** No hits found ****** ;84
7839; Q1M7A5_RHIL3 Putative nitrilotriacetate monooxygenase component A OS=Rhizobium ;84
7840; Q1M8E2_RHIL3 Putative desulfurization/monoxygenase OS=Rhizobium leguminosarum ;84
7841; Q1M4J2_RHIL3 Putative plasmid stabilisation protein OS=Rhizobium leguminosarum ;84
7842; Q1MF17_RHIL3 Putative non-heme chloroperoxidase OS=Rhizobium leguminosarum bv. ;84
7843; Q1MB60_RHIL3 Putative acetyltransferase OS=Rhizobium leguminosarum bv. viciae ;84
7844; Q1M914_RHIL3 Putative transposase for insertion sequence element OS=Rhizobium ;84
7845; Q1M5U6_RHIL3 Putative acetyltransferase OS=Rhizobium leguminosarum bv. viciae ;84
7516; Q1M8B7_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;83
7745; ****** No hits found ****** ;83
7751; ****** No hits found ****** ;83
7752; Q1MFL6_RHIL3 Alkanesulfonate monooxygenase OS=Rhizobium leguminosarum bv. viciae ;83
7756; Q1M5W5_RHIL3 Putative oxidoreductase/stress-related protein OS=Rhizobium ;83
7759; Q1MH24_RHIL3 Putative DNA topology modulation FlaR protein OS=Rhizobium ;83
7774; Q1MFB0_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;83
7777; ****** No hits found ****** ;83
7832; Q1M913_RHIL3 Putative transposase OS=Rhizobium leguminosarum bv. viciae (strain ;83
7838; Q1MHN2_RHIL3 Putative HesB family protein OS=Rhizobium leguminosarum bv. viciae ;83
7847; Q1MB92_RHIL3 Putative TetR family transcriptional regulator OS=Rhizobium ;83
7848; Q1MI49_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;83
7849; ****** No hits found ****** ;83
7850; Q1MEQ9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;83
7851; Q1MMH3_RHIL3 Putative Mg2+ chelatase family protein OS=Rhizobium leguminosarum bv. ;83
7852; ****** No hits found ****** ;83
7854; Q1MM89_RHIL3 RNA polymerase sigma-54 factor OS=Rhizobium leguminosarum bv. viciae ;83
7855; ****** No hits found ****** ;83
7856; Q1MI74_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;83
7859; Q1MI44_RHIL3 Putative universal stress response protein OS=Rhizobium ;83
7860; Q1MFT3_RHIL3 Fumarate hydratase class II OS=Rhizobium leguminosarum bv. viciae ;83
7861; Q1M6S8_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;83
7863; Q1MEK3_RHIL3 Putative ROK family transcriptional regulator OS=Rhizobium ;83
7864; ****** No hits found ****** ;83
7706; Q1MAC2_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;82
7758; Q1M662_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;82
7772; Q1M5L0_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;82
7775; Q1MI22_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;82
7803; Q1M5W9_RHIL3 Alkyl hydroperoxide reductase AhpD OS=Rhizobium leguminosarum bv. ;82
7816; ****** No hits found ****** ;82
7853; ****** No hits found ****** ;82
7857; Q1M4B3_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;82
7858; ****** No hits found ****** ;82
7865; Q1M759_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;82
7866; Q1MJN5_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;82
7867; Q1M3P9_RHIL3 Putative transmembrane traG homologue/component of type IV secretion ;82
7869; Q1MEL8_RHIL3 Putative acetyltransferase OS=Rhizobium leguminosarum bv. viciae ;82
7870; Q1ML67_RHIL3 Putative transposase-related protein OS=Rhizobium leguminosarum bv. ;82
7871; Q1M662_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;82
7872; Q1MFE5_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;82
7873; ****** No hits found ****** ;82
7874; ****** No hits found ****** ;82
7875; Q1MK69_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;82
7876; Q1M451_RHIL3 Putative hydantoin utilization protein b OS=Rhizobium leguminosarum ;82
7877; Q1M5Q5_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;82
7878; Q1M5Q5_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;82
7880; Q1MC81_RHIL3 D-3-phosphoglycerate dehydrogenase OS=Rhizobium leguminosarum bv. ;82
7514; Q1MLW8_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;81
7566; ****** No hits found ****** ;81
7650; ****** No hits found ****** ;81
7670; Q1MHF5_RHIL3 Error-prone DNA polymerase OS=Rhizobium leguminosarum bv. viciae ;81
